protein,follow_up_timepoint,n_synf,n_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
PON3,V3,41,42,0.8384842947095064,-0.14792350761988174,-0.5788331421442556,0.2829861269044921,0.9865447689422203
PON3,V5,41,41,0.6313778512399456,-0.2347490753515602,-0.6691662068088557,0.19966805610573535,0.9577680963724599
FABP1,V3,41,42,0.673493739572174,-0.020650487568901102,-0.4509693694738968,0.40966839433609464,0.8930028102475492
FABP1,V5,41,41,0.536336995516491,-0.1541891467528113,-0.587739539124427,0.2793612456188044,0.9324192002629563
MPIG6B,V3,41,42,0.1419116102281885,-0.31471550259836234,-0.7477431683391176,0.11831216314239296,0.8183649169894438
MPIG6B,V5,41,41,0.8319962254219104,-0.10031903409821308,-0.5334896198918044,0.3328515516953783,0.9964165017853371
B4GALT1,V3,41,42,0.32932370860198124,0.2441179843855022,-0.1878280828822385,0.6760640516532429,0.8183649169894438
B4GALT1,V5,41,41,0.5547633789274014,0.08239462287966098,-0.3506851882557299,0.5154744340150519,0.9324192002629563
LGALS9,V3,41,42,0.6934646186624562,-0.02467290113514768,-0.45499680627274824,0.40565100400245285,0.9093785109199976
LGALS9,V5,41,41,0.040877082504504114,-0.500618866245353,-0.9404057352233737,-0.06083199726733235,0.6321136273041945
FSTL3,V3,41,42,0.4710121083671921,0.10973933221081986,-0.32089949984442945,0.5403781642660691,0.8239225930080196
FSTL3,V5,41,41,0.8319962254219104,-0.008628498783257728,-0.44152214567533155,0.4242651481088161,0.9964165017853371
TNFRSF14,V3,41,42,0.6022812148117992,-0.18151650432062957,-0.612730544453028,0.24969753581176882,0.8422526363383754
TNFRSF14,V5,41,41,0.44348687132460457,-0.11348645959202427,-0.5467350614123212,0.3197621422282726,0.8688956044427162
REG4,V3,41,42,0.13222474632303835,-0.24330829886991642,-0.6752435326481131,0.18862693490828022,0.8183649169894438
REG4,V5,41,41,0.0703964390527883,-0.41745564190179674,-0.8551533980695483,0.02024211426595479,0.6321136273041945
WFIKKN2,V3,41,42,0.6537479778456265,-0.11916647465672692,-0.5498647168917724,0.3115317675783186,0.8831765134669218
WFIKKN2,V5,41,41,0.09152835637509706,-0.38404299160636024,-0.8210056139289803,0.05291963071625977,0.6552318665847868
AGRN,V3,41,42,0.7892676803168979,0.06172965835457374,-0.36868245746301526,0.4921417741721627,0.9643611930151857
AGRN,V5,41,41,0.2920906035344502,-0.31010964490962883,-0.745660004151728,0.12544071433247028,0.7912356222381592
TFF2,V3,41,42,0.07046853080072385,-0.349035393223022,-0.782686348821024,0.08461556237497991,0.8183649169894438
TFF2,V5,41,41,0.046793944829853606,-0.49205133105506066,-0.9316059822575895,-0.052496679852531813,0.6321136273041945
CXCL3,V3,41,42,0.2359538527112615,-0.23925195245912528,-0.6711334506377824,0.1926295457195319,0.8183649169894438
CXCL3,V5,41,41,0.7890869403337829,-0.049873701774000516,-0.4828342589754253,0.38308685542742427,0.9964165017853371
NME3,V3,41,42,0.35239216406252494,-0.22818791103802874,-0.6599274009981185,0.20355157892206102,0.8183649169894438
NME3,V5,41,41,0.21740773481508072,-0.2591452260393985,-0.6938952041532537,0.1756047520744567,0.7749797329537959
